"Code" "Name" "Close" "Price" "Rsquared" "Slope" "Sd"
"3708.TW" "上緯投控" "0" "0" "0" "0" "0"
"4104.TW" "佳醫" "45" "Normally" "0.5754583" "-0.01562307" "3.528969"
"4106.TW" "雃博" "32.4" "Normally" "0.01175384" "-0.003588251" "8.652742"
"4108.TW" "懷特" "29.8" "Normally" "0.2646604" "-0.01331316" "5.835916"
"4119.TW" "旭富" "72.9" "Low" "0.4339149" "0.02488596" "7.475173"
"4133.TW" "亞諾法" "36.4" "High" "0.4719204" "-0.01577625" "4.388817"
"4137.TW" "麗豐-KY" "146.5" "Normally" "0.1075961" "-0.08901868" "61.05588"
"4141.TW" "龍燈-KY" "32" "Normally" "0.6321574" "-0.03452054" "6.925071"
"4142.TW" "國光生" "22.4" "High" "0.7766824" "-0.02854303" "4.025021"
"4144.TW" "康聯-KY" "49" "High" "0.8337877" "-0.04780274" "5.612869"
"4164.TW" "承業醫" "42.25" "Normally" "0.8215899" "-0.04695977" "5.754883"
"4190.TW" "佐登-KY" "83.7" "High" "0.7559223" "-0.2317238" "12.65767"
"4306.TW" "炎洲" "12.8" "High" "0.8208811" "-0.01430762" "1.757625"
"4414.TW" "如興" "19.35" "Normally" "0.38008" "0.007195528" "2.416692"
"4426.TW" "利勤" "84" "exLow" "0.6184992" "0.1768584" "36.52853"
"4438.TW" "廣越" "137" "Low" "0.7713453" "-0.2378522" "14.57974"
"4526.TW" "東台" "21.55" "Normally" "0.3630387" "-0.009284528" "3.23421"
"4532.TW" "瑞智" "32.3" "Normally" "0.009999856" "-0.001488421" "3.894706"
"4536.TW" "拓凱" "105" "High" "0.8163995" "-0.08635707" "10.7699"
"4545.TW" "銘鈺" "46.2" "Normally" "0.2064866" "-0.04786288" "24.64798"
"4551.TW" "智伸科" "140" "exHigh" "0.04214832" "0.008611625" "9.421527"
"4552.TW" "力達-KY" "109" "Normally" "0.3946095" "-0.1458085" "7.247094"
"4555.TW" "氣立" "62" "High" "0.8472167" "-0.09937577" "7.492155"
"4557.TW" "永新-KY" "77.5" "exHigh" "0.1824392" "-0.01644311" "3.416466"
"4720.TW" "德淵" "14.9" "Low" "0.2560538" "0.001500134" "0.6717173"
"4722.TW" "國精化" "34.65" "Normally" "0.6202756" "0.01389848" "2.859812"
"4725.TW" "信昌化" "22.55" "exHigh" "0.6976472" "-0.02072343" "3.587806"
"4737.TW" "華廣" "58.1" "High" "0.3045746" "-0.01996826" "7.935"
"4746.TW" "台耀" "97.6" "High" "0.3049297" "0.02911339" "11.55941"
"4755.TW" "三福化" "29.8" "High" "0.2710842" "-0.01010035" "4.355631"
"4763.TW" "材料-KY" "132" "High" "0.162853" "0.04516765" "9.460063"
"4904.TW" "遠傳" "74.4" "Normally" "0.305904" "0.01069227" "4.235605"
"4906.TW" "正文" "24.4" "exHigh" "0.6340771" "-0.01536425" "3.069469"
"4912.TW" "聯德控股-KY" "103" "High" "0.6652763" "0.04327023" "8.071602"
"4915.TW" "致伸" "44.45" "Normally" "0.4941483" "0.01872565" "4.982509"
"4916.TW" "事欣科" "32.9" "Normally" "0.182903" "-0.02038468" "11.281"
"4919.TW" "新唐" "41.4" "High" "0.3518382" "0.01006626" "3.593078"
"4927.TW" "泰鼎-KY" "30.7" "Low" "0.05701459" "-0.00465377" "4.977286"
"4930.TW" "燦星網" "13.6" "Normally" "0.003751671" "-0.001289645" "5.52675"
"4934.TW" "太極" "14.5" "Normally" "0.264547" "-0.008146291" "3.572023"
"4935.TW" "茂林-KY" "61.3" "Low" "0.7397324" "0.05367979" "8.373594"
"4938.TW" "和碩" "75.1" "Low" "0.5322466" "0.04727171" "11.65418"
"4942.TW" "嘉彰" "26.1" "High" "0.724557" "-0.02132815" "3.458286"
"4943.TW" "康控-KY" "77.5" "exHigh" "0.8287685" "0.05472362" "6.534334"
"4952.TW" "凌通" "38.85" "Normally" "0.1482065" "0.00609477" "3.842547"
"4956.TW" "光鋐" "20.1" "High" "0.3034273" "-0.01165138" "4.642603"
"4958.TW" "臻鼎-KY" "65.4" "Normally" "0.07487798" "-0.01508107" "13.94064"
"4960.TW" "奇美材" "13.7" "Normally" "0.8283568" "-0.03073804" "3.679672"
"4968.TW" "立積" "64" "Low" "0.6464421" "0.05491806" "10.68093"
"4976.TW" "佳凌" "26" "exHigh" "0.5910389" "-0.01941681" "4.247556"
"4977.TW" "眾達-KY" "90" "exHigh" "0.4085955" "-0.03017011" "9.545544"
"4984.TW" "科納-KY" "70" "High" "0.2801084" "0.02604951" "10.98243"
"4994.TW" "傳奇" "72" "Normally" "0.6301663" "-0.1495746" "30.10127"
"4999.TW" "鑫禾" "53.7" "Normally" "0.211791" "-0.01583592" "8.034122"
"5007.TW" "三星" "53" "Normally" "0.4757708" "-0.02671386" "7.3744"
"5203.TW" "訊連" "70.3" "Normally" "0.6062887" "-0.03249497" "6.886423"
"5215.TW" "科嘉-KY" "30" "Normally" "0.0225103" "0.004425124" "7.668655"
"5225.TW" "東科-KY" "31.5" "Normally" "0.7433007" "-0.05523416" "8.53623"
"5234.TW" "達興材料" "39" "exHigh" "0.7392166" "-0.03892739" "6.080477"
"5243.TW" "乙盛-KY" "39.05" "High" "0.4394117" "-0.02164474" "5.843578"
"5258.TW" "虹堡" "0" "0" "0" "0" "0"
"5259.TW" "清惠" "5.35" "High" "0.7424892" "-0.02355163" "3.643552"
"5264.TW" "鎧勝-KY" "95.8" "Low" "0.3517608" "-0.06830471" "24.385"
"5269.TW" "祥碩" "308" "High" "0.6758441" "0.2156136" "39.26975"
"5285.TW" "界霖" "36.05" "Normally" "0.2967645" "-0.01349742" "5.470159"
"5288.TW" "豐祥-KY" "79.2" "Low" "0.3940094" "0.07193309" "15.73476"
"5305.TW" "敦南" "29.1" "exHigh" "0.2278662" "0.004008968" "1.940739"
"5388.TW" "中磊" "79.8" "Normally" "0.5969181" "0.03411655" "7.372804"
"5434.TW" "崇越" "87.7" "exHigh" "0.4188195" "0.02530236" "7.838472"
"5469.TW" "瀚宇博" "17.35" "exHigh" "0.003047298" "0.0005026765" "2.391094"
"5471.TW" "松翰" "32.1" "Normally" "0.4580643" "-0.02091236" "5.981938"
"5484.TW" "慧友" "6.49" "High" "0.5895925" "-0.009095885" "1.995744"
"5515.TW" "建國" "8.5" "High" "0.9262707" "-0.007895123" "0.585785"
"5519.TW" "隆大" "10.5" "High" "0.9275999" "-0.02779804" "2.044599"
"5521.TW" "工信" "10.1" "Normally" "0.8464676" "-0.005214111" "0.5839872"
"5522.TW" "遠雄" "37.05" "High" "0.5508155" "-0.02005352" "4.762427"
"5525.TW" "順天" "14" "Normally" "0.8397716" "-0.006851987" "0.7871074"
"5531.TW" "鄉林" "10.45" "High" "0.8755165" "-0.02083847" "2.066417"
"5533.TW" "皇鼎" "15.85" "Normally" "0.5887708" "-0.004877209" "1.071935"
"5534.TW" "長虹" "65" "exHigh" "0.6961417" "-0.05730512" "9.95654"
"5538.TW" "東明-KY" "29.3" "High" "0.1091973" "-0.003917385" "2.62592"
"5607.TW" "遠雄港" "15.2" "High" "0.7892015" "-0.01428048" "1.940935"
"5608.TW" "四維航" "9.18" "Normally" "0.9274635" "-0.01656407" "1.218219"
"5706.TW" "鳳凰" "34.6" "Normally" "0.826632" "-0.02683671" "3.232109"
"5871.TW" "中租-KY" "56" "Normally" "0.5861304" "-0.03091117" "6.830907"
"5880.TW" "合庫金" "14.3" "Normally" "0.6442987" "-0.003496779" "0.6832749"
"5906.TW" "台南-KY" "5.8" "High" "0.4897036" "-0.007315392" "1.96386"
"5907.TW" "大洋-KY" "24.45" "Normally" "0.8493887" "-0.06085747" "6.739344"
"6005.TW" "群益證" "9" "Normally" "0.5918825" "-0.003071849" "0.6708153"
"6108.TW" "競國" "27.1" "exHigh" "0.02156608" "-0.00228382" "4.045481"
"6112.TW" "聚碩" "27.1" "Normally" "0.4330122" "-0.01011258" "3.043177"
"6115.TW" "鎰勝" "44.7" "High" "0.1092535" "-0.005585607" "4.194286"
"6116.TW" "彩晶" "8.21" "exHigh" "0.5331358" "-0.008061743" "1.983963"
"6117.TW" "迎廣" "13.85" "Normally" "0.1689768" "-0.004100013" "2.391149"
"6120.TW" "達運" "12.8" "Normally" "0.0003828227" "-0.0001725604" "2.318928"
"6128.TW" "上福" "42.4" "Normally" "0.5366037" "0.0112637" "2.752699"
"6131.TW" "悠克" "13.5" "Normally" "0.008313438" "-0.001990031" "5.715906"
"6133.TW" "金橋" "9.2" "Normally" "0.08923536" "-0.001268542" "1.065781"
"6136.TW" "富爾特" "24.05" "Normally" "0.3257048" "-0.003276227" "1.239696"
"6139.TW" "亞翔" "35" "exHigh" "0.00599923" "-0.00135098" "4.573227"
"6141.TW" "柏承" "12.15" "exHigh" "0.31781" "-0.00345377" "1.330732"
"6142.TW" "友勁" "6.35" "High" "0.6103547" "-0.005160937" "1.084427"
"6145.TW" "勁永" "10.2" "Normally" "0.7588368" "-0.01131813" "1.67797"
"6152.TW" "百一" "9.85" "High" "0.7576569" "-0.01919698" "2.855224"
"6153.TW" "嘉聯益" "17.65" "Normally" "0.5353703" "-0.02250527" "5.513645"
"6155.TW" "鈞寶" "17.55" "Normally" "0.382323" "-0.009649156" "3.225396"
"6164.TW" "華興" "13.95" "High" "0.6147496" "-0.01177879" "2.452174"
"6165.TW" "捷泰" "13.65" "Normally" "0.5281421" "0.008260717" "2.053413"
"6166.TW" "凌華" "71.7" "Normally" "0.07507088" "0.01487163" "13.72794"
"6168.TW" "宏齊" "11" "Normally" "0.3297111" "-0.009442725" "3.540706"
"6172.TW" "互億" "11" "High" "0.1701843" "0.002419355" "1.404944"
"6176.TW" "瑞儀" "56.6" "Normally" "0.7033402" "-0.08771304" "14.98094"
"6177.TW" "達麗" "19.8" "Normally" "0.5528164" "-0.02226981" "5.267411"
"6183.TW" "關貿" "26.6" "High" "0.3410692" "-0.003517921" "1.285917"
"6184.TW" "大豐電" "33.1" "Low" "0.6551934" "-0.03105163" "5.924008"
"6189.TW" "豐藝" "30.55" "Normally" "0.03831383" "-0.002505978" "3.301752"
"6191.TW" "精成科" "12.05" "exHigh" "0.1315394" "-0.002396197" "1.619191"
"6192.TW" "巨路" "51" "High" "0.7387329" "-0.03905755" "6.108464"
"6196.TW" "帆宣" "29.9" "Normally" "0.5003941" "0.0101882" "2.677217"
"6197.TW" "佳必琪" "29.9" "Normally" "0.01709616" "-0.002066516" "4.120722"
"6201.TW" "亞弘電" "31.35" "High" "0.4701551" "0.006882308" "1.921393"
"6202.TW" "盛群" "49.9" "Normally" "0.0002824874" "-0.000418777" "6.551643"
"6205.TW" "詮欣" "29.8" "Normally" "0.0001071205" "-0.0001867236" "4.744254"
"6206.TW" "飛捷" "97.7" "Normally" "0.09927576" "-0.01353422" "10.72101"
"6209.TW" "今國光" "21" "High" "0.6033683" "-0.01615994" "3.445644"
"6213.TW" "聯茂" "41.7" "exHigh" "0.002228733" "-0.0009034905" "5.02734"
"6214.TW" "精誠" "60.5" "Normally" "0.01944016" "-0.003605881" "6.734832"
"6215.TW" "和椿" "12.3" "Normally" "0.2364198" "-0.008528112" "4.030572"
"6216.TW" "居易" "32.5" "Normally" "0.3100636" "0.007000505" "2.746229"
"6224.TW" "聚鼎" "58.3" "Normally" "0.1241522" "-0.009444708" "6.597113"
"6225.TW" "天瀚" "3.68" "Normally" "0.379129" "-0.003753915" "1.263339"
"6226.TW" "光鼎" "7.44" "High" "0.4364112" "-0.006470652" "1.933791"
"6230.TW" "超眾" "153" "Normally" "0.4788059" "0.08327387" "22.84847"
"6235.TW" "華孚" "19.8" "High" "0.5000814" "0.01111955" "2.923779"
"6239.TW" "力成" "85.5" "Normally" "0.8049233" "0.04317642" "5.589853"
"6243.TW" "迅杰" "14.1" "Normally" "0.02797545" "-0.003153394" "4.888286"
"6251.TW" "定穎" "8.8" "Normally" "0.3130467" "-0.005283627" "2.058351"
"6257.TW" "矽格" "24" "Normally" "0.4831678" "-0.01070754" "2.912351"
"6269.TW" "台郡" "89.7" "Normally" "0.07796396" "-0.01567423" "14.1756"
"6271.TW" "同欣電" "118.5" "High" "0.5159189" "-0.08139678" "20.73499"
"6277.TW" "宏正" "80.6" "Normally" "0.02480595" "-0.005544487" "9.142336"
"6278.TW" "台表科" "26.05" "Normally" "0.8299471" "-0.02649538" "3.154027"
"6281.TW" "全國電" "62.4" "exHigh" "0.3922537" "-0.007661971" "2.508109"
"6282.TW" "康舒" "23.6" "Normally" "0.3926033" "-0.01834986" "6.002337"
"6283.TW" "淳安" "38" "exHigh" "0.0002644737" "-0.0003776189" "6.105669"
"6285.TW" "啟碁" "89.4" "Normally" "0.5119784" "0.02783878" "7.147798"
"6289.TW" "華上" "1.94" "High" "0.649851" "-0.003579158" "0.6909215"
"6405.TW" "悅城" "15.7" "High" "0.8966928" "-0.0859293" "7.670313"
"6409.TW" "旭隼" "424.5" "exLow" "0.8593618" "0.4754772" "50.64052"
"6412.TW" "群電" "46.7" "High" "0.1861336" "-0.007940346" "4.366484"
"6414.TW" "樺漢" "448" "Low" "0.9400849" "0.442944" "29.44003"
"6415.TW" "矽力-KY" "475" "Normally" "0.8094763" "0.327914" "37.42829"
"6422.TW" "君耀-KY" "69.5" "High" "0.1691519" "-0.02450188" "10.40879"
"6431.TW" "光麗-KY" "8.25" "High" "0.7349315" "-0.03831794" "3.720116"
"6442.TW" "光聖" "45.45" "Low" "0.2548504" "0.02379537" "8.774094"
"6443.TW" "元晶" "10.55" "Normally" "0.6988632" "-0.01422981" "1.652935"
"6449.TW" "鈺邦" "32" "High" "0.4993032" "-0.01753109" "3.856639"
"6451.TW" "訊芯-KY" "93.4" "Normally" "0.4314277" "-0.1347576" "23.401"
"6452.TW" "康友-KY" "433" "Low" "0.8078721" "0.7528751" "51.19236"
"6456.TW" "GIS-KY" "99.1" "High" "0.6328706" "-0.1387614" "12.99697"
"6464.TW" "台數科" "124.5" "Normally" "0.2392693" "-0.02877765" "9.67277"
"6477.TW" "安集" "18.8" "Normally" "0.5406689" "-0.01185514" "1.854777"
"6504.TW" "南六" "149.5" "Normally" "0.00135228" "0.00233291" "16.59923"
"6505.TW" "台塑化" "106.5" "High" "0.4529623" "0.02710536" "7.833595"
"6525.TW" "捷敏-KY" "54.8" "High" "0.6112678" "-0.05269676" "2.050241"
"6531.TW" "愛普" "81.99" "Normally" "0.1707497" "-0.08079999" "21.89755"
"6552.TW" "易華電" "29.2" "exLow" "0.574019" "0.02127845" "1.915549"
"6605.TW" "帝寶" "83.5" "Low" "0.2330495" "-0.02275952" "10.85803"
"6702.TW" "興航" "0.69" "exLow" "0.8046026" "-0.01058338" "1.37158"
"8011.TW" "台通" "19.75" "Normally" "0.6332266" "-0.03833955" "7.673519"
"8016.TW" "矽創" "94.2" "Low" "0.7621164" "0.07601682" "11.16888"
"8021.TW" "尖點" "20" "Normally" "0.04473127" "-0.003233315" "3.929465"
"8033.TW" "雷虎" "8.49" "Normally" "0.4320839" "-0.006236558" "1.880318"
"8039.TW" "台虹" "37.1" "High" "0.7705853" "-0.03215533" "4.614042"
"8046.TW" "南電" "24.85" "Normally" "0.3302704" "-0.01884056" "7.055649"
"8070.TW" "長華" "129" "High" "0.444734" "0.04848285" "14.24678"
"8072.TW" "陞泰" "21.85" "High" "0.8796281" "-0.09400872" "9.145542"
"8081.TW" "致新" "68.6" "Normally" "0.4513903" "-0.03520434" "10.20658"
"8101.TW" "華冠" "5.12" "Normally" "0.838121" "-0.01332064" "1.539555"
"8103.TW" "瀚荃" "29.05" "Normally" "0.3415072" "-0.02469134" "9.016717"
"8105.TW" "凌巨" "17.75" "Normally" "0.4591984" "0.01077825" "3.076063"
"8110.TW" "華東" "12.2" "High" "0.1479558" "-0.003138993" "1.980996"
"8112.TW" "至上" "26.25" "exHigh" "0.1398584" "0.004482827" "2.92362"
"8114.TW" "振樺電" "174" "Normally" "0.3538707" "0.05983732" "21.26365"
"8131.TW" "福懋科" "23.2" "Normally" "0.16501" "0.003721511" "2.201573"
"8150.TW" "南茂" "24.7" "Low" "0.03222678" "-0.004470026" "6.449012"
"8163.TW" "達方" "20.1" "High" "0.08346413" "-0.00219117" "1.909542"
"8201.TW" "無敵" "8.08" "Normally" "0.7421842" "-0.007920302" "1.227634"
"8210.TW" "勤誠" "51.9" "Normally" "0.1399897" "0.01420425" "9.258709"
"8213.TW" "志超" "29.85" "Normally" "0.1858671" "-0.01240249" "6.826272"
"8215.TW" "明基材" "14.3" "Normally" "0.429537" "-0.02357253" "7.144106"
"8222.TW" "寶一" "23.8" "Low" "0.5660354" "0.01716562" "3.740091"
"8249.TW" "菱光" "23.5" "Normally" "0.005604185" "-0.0008632652" "3.024098"
"8261.TW" "富鼎" "22" "Normally" "0.04110103" "0.003391699" "4.308297"
"8271.TW" "宇瞻" "32.3" "High" "0.1071876" "-0.007083938" "5.37664"
"8341.TW" "日友" "120" "Low" "0.7584113" "0.1472131" "17.74901"
"8374.TW" "羅昇" "18.65" "exHigh" "0.7118379" "-0.02045793" "3.423086"
"8404.TW" "百和興業-KY" "37.4" "Normally" "0.7960066" "0.02521344" "3.356681"
"8411.TW" "福貞-KY" "32.85" "High" "0.7661614" "-0.07425611" "10.78843"
"8422.TW" "可寧衛" "163.5" "Normally" "0.04125087" "-0.01150408" "14.58532"
"8427.TW" "基勝-KY" "63" "Normally" "0.1310378" "0.01137619" "7.704194"
"8429.TW" "金麗-KY" "34.55" "Low" "0.6835674" "-0.07746002" "13.85976"
"8442.TW" "威宏-KY" "0" "0" "0" "0" "0"
"8443.TW" "阿瘦" "17.7" "Normally" "0.7513723" "-0.0365684" "5.538064"
"8454.TW" "富邦媒" "188.5" "Normally" "0.07644677" "-0.05076954" "38.76586"
"8463.TW" "潤泰材" "17.4" "Normally" "0.6936629" "-0.04820535" "5.705799"
"8464.TW" "億豐" "292.5" "exLow" "0.8651025" "0.489975" "29.49082"
"8466.TW" "美?-KY" "0" "0" "0" "0" "0"
"8467.TW" "波力-KY" "32.8" "High" "0.9325799" "-0.1513925" "3.454761"
"8473.TW" "山林水" "54" "Normally" "0.2010404" "-0.009223804" "2.542598"
"8480.TW" "泰昇-KY" "112.5" "Low" "0.5728715" "-0.1422397" "5.212172"
"8488.TW" "吉源-KY" "0" "0" "0" "0" "0"
"8926.TW" "台汽電" "22.55" "Low" "0.3108252" "0.005896761" "2.30913"
"8940.TW" "新天地" "14.25" "Normally" "0.8563757" "-0.01185207" "1.276452"
"8996.TW" "高力" "54.3" "Normally" "0.2453531" "-0.02276136" "10.50943"
"9802.TW" "鈺齊-KY" "62.1" "Normally" "0.5167579" "0.03578534" "9.100646"
"9902.TW" "台火" "9.85" "High" "0.810024" "-0.01169181" "1.489054"
"9904.TW" "寶成" "39.55" "Low" "0.2732284" "0.009836261" "4.218853"
"9905.TW" "大華" "24.8" "Normally" "0.7924463" "-0.01535236" "2.066254"
"9906.TW" "欣巴巴" "19.45" "Normally" "0.5582982" "-0.04071535" "9.523967"
"9907.TW" "統一實" "14.8" "High" "0.7940913" "-0.02252947" "3.017042"
"9908.TW" "大台北" "24.2" "Normally" "0.04938529" "0.0006793255" "0.783808"
"9910.TW" "豐泰" "136" "Low" "0.4896372" "0.1140944" "30.63339"
"9911.TW" "櫻花" "30.15" "Normally" "0.3659679" "0.01283152" "4.441613"
"9912.TW" "偉聯" "7.68" "Normally" "0.7710853" "-0.01454666" "2.084381"
"9914.TW" "美利達" "162.5" "Normally" "0.5605603" "-0.09906556" "23.06691"
"9917.TW" "中保" "87.1" "exLow" "0.7206627" "0.02598756" "4.254927"
"9918.TW" "欣天然" "31.65" "Normally" "0.3862856" "-0.003251759" "1.077893"
"9919.TW" "康那香" "11" "High" "0.8370895" "-0.007029581" "0.8155419"
"9921.TW" "巨大" "205" "Normally" "0.02709602" "-0.01914607" "30.17103"
"9924.TW" "福興" "42.85" "Normally" "0.578582" "0.02055953" "4.614403"
"9925.TW" "新保" "39.75" "Normally" "0.05754943" "0.001504074" "1.600687"
"9926.TW" "新海" "41.45" "Normally" "0.03031896" "-0.001341424" "1.99504"
"9927.TW" "泰銘" "36.1" "High" "0.2111941" "-0.005841763" "2.969042"
"9928.TW" "中視" "8.45" "exHigh" "0.8535958" "-0.01297004" "1.412603"
"9929.TW" "秋雨" "11.25" "Low" "0.4141745" "0.004470335" "1.398173"
"9930.TW" "中聯資源" "53.1" "Normally" "0.1596845" "-0.01212684" "7.315863"
"9931.TW" "欣高" "31.35" "Normally" "0.7435647" "-0.01337129" "2.065053"
"9933.TW" "中鼎" "48.8" "High" "0.1098665" "-0.006194425" "4.636863"
"9934.TW" "成霖" "16.1" "High" "0.5334109" "-0.008867388" "2.181024"
"9935.TW" "慶豐富" "8.93" "Low" "0.4001166" "0.003710967" "1.194966"
"9937.TW" "全國" "38.4" "Normally" "0.6929364" "0.01244349" "2.178402"
"9938.TW" "百和" "95.3" "Low" "0.8674185" "0.08905876" "9.156555"
"9939.TW" "宏全" "53.5" "High" "0.5867468" "-0.01750032" "3.862399"
"9940.TW" "信義" "32.3" "exHigh" "0.7553699" "-0.03232179" "4.837253"
"9941.TW" "裕融" "82" "exHigh" "0.08478214" "-0.003686615" "3.185416"
"9942.TW" "茂順" "82" "Normally" "0.1710367" "-0.0318157" "18.42013"
"9943.TW" "好樂迪" "50.9" "Low" "0.5232126" "0.02359916" "5.924452"
"9944.TW" "新麗" "20.6" "Normally" "0.1584947" "-0.01938198" "11.74485"
"9945.TW" "潤泰新" "38.05" "High" "0.8173866" "-0.02721257" "3.382597"
"9946.TW" "三發地產" "11.05" "Normally" "0.8937973" "-0.02258416" "2.047295"
"9955.TW" "佳龍" "16.5" "High" "0.5770694" "-0.009567757" "2.154066"
"9958.TW" "世紀鋼" "9.69" "Normally" "0.6060929" "-0.005104304" "1.082162"
